-5,-5.27E-11,-1.27E-10,-4.06E-10,-1.51E-10
-4.95,-4.17E-11,-1.28E-10,-3.82E-10,-1.41E-10
-4.9,-4.61E-11,-1.17E-10,-3.72E-10,-1.44E-10
-4.85,-3.70E-11,-1.22E-10,-3.52E-10,-1.41E-10
-4.8,-4.23E-11,-1.14E-10,-3.33E-10,-1.41E-10
-4.75,-3.40E-11,-1.16E-10,-3.27E-10,-1.46E-10
-4.7,-3.96E-11,-1.14E-10,-3.05E-10,-1.36E-10
-4.65,-3.06E-11,-1.11E-10,-3.00E-10,-1.45E-10
-4.6,-3.69E-11,-1.15E-10,-2.82E-10,-1.37E-10
-4.55,-2.85E-11,-1.06E-10,-2.74E-10,-1.40E-10
-4.5,-3.49E-11,-1.14E-10,-2.61E-10,-1.43E-10
-4.45,-2.69E-11,-1.05E-10,-2.56E-10,-1.35E-10
-4.4,-3.23E-11,-1.09E-10,-2.40E-10,-1.44E-10
-4.35,-2.41E-11,-1.05E-10,-2.33E-10,-1.34E-10
-4.3,-3.09E-11,-1.05E-10,-2.21E-10,-1.42E-10
-4.25,-2.27E-11,-1.09E-10,-2.13E-10,-1.37E-10
-4.2,-2.91E-11,-1.00E-10,-2.03E-10,-1.36E-10
-4.15,-2.14E-11,-1.08E-10,-1.98E-10,-1.42E-10
-4.1,-2.77E-11,-1.01E-10,-1.79E-10,-1.32E-10
-4.05,-2.02E-11,-1.03E-10,-1.74E-10,-1.42E-10
-4,-2.68E-11,-1.05E-10,-1.66E-10,-1.33E-10
-3.95,-1.88E-11,-9.76E-11,-1.61E-10,-1.37E-10
-3.9,-2.55E-11,-1.05E-10,-1.52E-10,-1.34E-10
-3.85,-1.79E-11,-9.73E-11,-1.50E-10,-1.35E-10
-3.8,-2.44E-11,-1.01E-10,-1.38E-10,-1.40E-10
-3.75,-1.73E-11,-9.77E-11,-1.39E-10,-1.31E-10
-3.7,-2.34E-11,-9.88E-11,-1.29E-10,-1.40E-10
-3.65,-1.66E-11,-1.02E-10,-1.25E-10,-1.32E-10
-3.6,-2.33E-11,-9.45E-11,-1.24E-10,-1.35E-10
-3.55,-1.56E-11,-1.02E-10,-1.11E-10,-1.38E-10
-3.5,-2.23E-11,-9.47E-11,-1.15E-10,-1.30E-10
-3.45,-1.52E-11,-9.78E-11,-1.03E-10,-1.40E-10
-3.4,-2.16E-11,-9.95E-11,-1.02E-10,-1.30E-10
-3.35,-1.49E-11,-9.30E-11,-1.00E-10,-1.36E-10
-3.3,-2.16E-11,-1.01E-10,-8.96E-11,-1.33E-10
-3.25,-1.39E-11,-9.27E-11,-9.37E-11,-1.33E-10
-3.2,-2.10E-11,-1.00E-10,-8.25E-11,-1.38E-10
-3.15,-1.38E-11,-9.34E-11,-8.66E-11,-1.30E-10
-3.1,-2.01E-11,-9.56E-11,-7.68E-11,-1.38E-10
-3.05,-1.31E-11,-9.84E-11,-7.57E-11,-1.31E-10
-3,-1.96E-11,-9.12E-11,-7.60E-11,-1.34E-10
-2.95,-1.31E-11,-9.93E-11,-6.59E-11,-1.32E-10
-2.9,-1.99E-11,-9.16E-11,-7.13E-11,-1.32E-10
-2.85,-1.24E-11,-9.58E-11,-6.14E-11,-1.37E-10
-2.8,-1.92E-11,-9.27E-11,-6.24E-11,-1.29E-10
-2.75,-1.20E-11,-9.37E-11,-6.14E-11,-1.37E-10
-2.7,-1.87E-11,-9.77E-11,-5.32E-11,-1.29E-10
-2.65,-1.24E-11,-9.02E-11,-5.88E-11,-1.34E-10
-2.6,-1.93E-11,-9.84E-11,-4.90E-11,-1.31E-10
-2.55,-1.18E-11,-9.12E-11,-5.48E-11,-1.31E-10
-2.5,-1.88E-11,-9.47E-11,-4.55E-11,-1.36E-10
-2.45,-1.19E-11,-9.63E-11,-5.10E-11,-1.28E-10
-2.4,-1.84E-11,-9.00E-11,-4.23E-11,-1.36E-10
-2.35,-1.22E-11,-9.79E-11,-4.78E-11,-1.28E-10
-2.3,-1.87E-11,-9.02E-11,-3.97E-11,-1.32E-10
-2.25,-1.14E-11,-9.79E-11,-4.57E-11,-1.29E-10
-2.2,-1.83E-11,-9.12E-11,-3.69E-11,-1.29E-10
-2.15,-1.15E-11,-9.36E-11,-4.33E-11,-1.34E-10
-2.1,-1.80E-11,-9.64E-11,-3.51E-11,-1.26E-10
-2.05,-1.15E-11,-8.94E-11,-4.13E-11,-1.34E-10
-2,-1.83E-11,-9.76E-11,-3.36E-11,-1.26E-10
-1.95,-1.08E-11,-9.01E-11,-4.03E-11,-1.30E-10
-1.9,-1.80E-11,-9.43E-11,-3.19E-11,-1.28E-10
-1.85,-1.09E-11,-9.13E-11,-3.89E-11,-1.27E-10
-1.8,-1.78E-11,-9.23E-11,-3.09E-11,-1.32E-10
-1.75,-1.10E-11,-9.64E-11,-3.77E-11,-1.24E-10
-1.7,-1.74E-11,-8.89E-11,-3.01E-11,-1.32E-10
-1.65,-1.11E-11,-9.70E-11,-3.67E-11,-1.24E-10
-1.6,-1.79E-11,-8.98E-11,-2.96E-11,-1.28E-10
-1.55,-1.04E-11,-9.28E-11,-3.64E-11,-1.25E-10
-1.5,-1.76E-11,-9.49E-11,-2.85E-11,-1.25E-10
-1.45,-1.05E-11,-8.83E-11,-3.56E-11,-1.30E-10
-1.4,-1.74E-11,-9.62E-11,-2.81E-11,-1.22E-10
-1.35,-1.07E-11,-8.83E-11,-3.49E-11,-1.30E-10
-1.3,-1.74E-11,-9.59E-11,-2.80E-11,-1.22E-10
-1.25,-1.10E-11,-8.92E-11,-3.48E-11,-1.27E-10
-1.2,-1.79E-11,-9.14E-11,-2.73E-11,-1.24E-10
-1.15,-1.06E-11,-9.42E-11,-3.44E-11,-1.24E-10
