400.04,0,0
400.42,0,0
400.8,0,0
401.18,0,0
401.56,0,0
401.94,0,0
402.32,0,0
402.71,0,0
403.09,0,0
403.47,0,0
403.85,0,0
404.23,0,0
404.61,0,0
404.99,0,0
405.37,0,0
405.75,0,0
406.13,0,0
406.51,0,0
406.89,0,0
407.27,0,0
407.66,0,0
408.04,0,0
408.42,0,0
408.8,0,0
409.18,0,0
409.56,0,0
409.94,0,0
410.32,0,0
410.7,0,0
411.08,0,0
411.47,0,0
411.85,0,0
412.23,0,0
412.61,0,0
412.99,0,0
413.37,0,0
413.75,0,0
414.13,0,0
414.51,0,0
414.89,0,0
415.28,0,0
415.66,0,0
416.04,0,0
416.42,0,0
416.8,0,0
417.18,0,0
417.56,0,0
417.94,0,0
418.32,0,0
418.71,0,0
419.09,0,0
419.47,0,0
419.85,0,0
420.23,0,0
420.61,0,0
420.99,0,0
421.38,0,0
421.76,0,0
422.14,0,0
422.52,0,0
422.9,0,0
423.28,0,0
423.66,0,0
424.04,0,0
424.43,0,0
424.81,0,0
425.19,0,0
425.57,0,0
425.95,0,0
426.33,0,0
426.71,0,0
427.1,0,0
427.48,0,0
427.86,0,0
428.24,0,0
428.62,0,0
429,0,0
429.38,0,0
429.77,0,0
430.15,0,0
430.53,0,0
430.91,0,0
431.29,0,0
431.67,0,0
432.06,0,0
432.44,0,0
432.82,0,0
433.2,0,0
433.58,0,0
433.96,0,0
434.35,0,0
434.73,0,0
435.11,0,0
435.49,0,0
435.87,0,0
436.25,0,0
436.64,0,0
437.02,0,0
437.4,0,0
437.78,0,0
438.16,0,0
438.55,0,0
438.93,0,0
439.31,0,0
439.69,0,0
440.07,0,0
440.45,0,0
440.84,0,0
441.22,0,0
441.6,0,0
441.98,0,0
442.36,0,0
442.75,0,0
443.13,0,0
443.51,0,0
443.89,0,0
444.27,7,0
444.66,63,0
445.04,112,0
445.42,190,0
445.8,239,0
446.18,300,13
446.57,369,76
446.95,419,113
447.33,462,156
447.71,543,188
448.1,591,260
448.48,635,297
448.86,667,341
449.24,710,358
449.62,759,393
450,795,415
450.39,841,442
450.77,850,463
451.15,880,460
451.53,909,493
451.92,920,480
452.3,907,481
452.68,904,474
453.06,886,443
453.44,884,444
453.83,862,439
454.21,811,383
454.59,758,328
454.98,732,316
455.36,678,266
455.74,636,216
456.12,579,200
456.5,532,142
456.89,477,104
457.27,421,61
457.65,362,13
458.03,315,0
458.42,269,0
458.8,204,0
459.18,161,0
459.56,123,0
459.95,83,0
460.33,23,0
460.71,3,0
461.09,0,0
461.48,0,0
461.86,0,0
462.24,0,0
462.62,0,0
463.01,0,0
463.39,0,0
463.77,0,0
464.15,0,0
464.54,0,0
464.92,0,0
465.3,0,0
465.68,0,0
466.07,0,0
466.45,0,0
466.83,0,0
467.21,0,0
467.6,0,0
467.98,0,0
468.36,0,0
468.75,0,0
469.13,0,0
469.51,0,0
469.89,0,0
470.28,0,0
470.66,0,0
471.04,0,0
471.43,0,0
471.81,0,0
472.19,0,0
