1.8,3.52E-09,1.19E-09
1.85,5.76E-09,2.15E-09
1.9,9.18E-09,3.91E-09
1.95,1.50E-08,7.16E-09
2,2.51E-08,1.28E-08
2.05,4.21E-08,2.26E-08
2.1,7.17E-08,4.00E-08
2.15,1.21E-07,7.06E-08
2.2,2.03E-07,1.25E-07
2.25,3.54E-07,2.29E-07
2.3,6.74E-07,4.58E-07
2.35,1.51E-06,1.07E-06
2.4,4.38E-06,3.23E-06
2.45,1.53E-05,1.24E-05
2.5,5.59E-05,5.09E-05
2.55,0.000207738,0.000205532
2.6,0.000646243,0.000656969
2.65,0.00156714,0.00158354
2.7,0.00292151,0.00291945
2.75,0.00462928,0.00458583
2.8,0.0066894,0.00658775
2.85,0.00906716,0.0088986
2.9,0.01122591,0.01119147
2.95,0.01140024,0.01138894
3,0.0184009,0.0180682
3.05,0.021917,0.0215615
3.1,0.025843,0.0255087
3.15,0.0301059,0.0298113
3.2,0.0346011,0.0344094
3.25,0.0394203,0.0393501
3.3,0.0444695,0.0445856
3.35,0.0496318,0.0500295
3.4,0.0549604,0.0224678
3.45,0.0603063,0.0531102
3.5,0.0655827,0.0553412
3.55,0.0708149,0.0335867
3.6,0.0758593,0.0642227
3.65,0.0805699,0.0007189
3.7,0.0849142,0.0432511
3.75,0.0884842,0.0544384
3.8,0.0915873,0.0556478
3.85,0.0950168,0.0561499
3.9,0.0986855,0.059785
3.95,0.1000004,0.0653956
4,0.1000003,0.0313154
4.05,0.1000003,0.0287725
4.1,0.1000003,0.0441244
4.15,0.1000003,0.0292345
4.2,0.1000003,0.0549959
4.25,0.1000001,0.0515921
4.3,0.1000003,0.0625831
4.35,0.1000003,0.056244
4.4,0.1000003,0.0601493
4.45,0.1000004,0.055704
4.5,0.1000004,1.15E-05
4.55,0.1000003,0.0675088
4.6,0.1000002,1.15E-05
4.65,0.1000002,0.0668647
4.7,0.1000004,0.0547477
4.75,0.1000002,0.051531
4.8,0.1000002,0.05366
4.85,0.1000002,0.0547868
4.9,0.1000003,0.0534915
4.95,0.1000002,0.0514628
5,0.1000003,0.0572519
,2,3
