-5,-4.40E-10,-3.97E-10,-1.21E-10,-1.96E-07,-6.86E-05,,,,,,
-4.95,-4.09E-10,-3.73E-10,-1.17E-10,-1.86E-07,-6.48E-05,,,,,,
-4.9,-3.92E-10,-3.49E-10,-9.98E-11,-1.77E-07,-6.02E-05,,,,,,
-4.85,-3.73E-10,-3.29E-10,-1.03E-10,-1.69E-07,-5.85E-05,,,,,,
-4.8,-3.52E-10,-3.09E-10,-8.82E-11,-1.61E-07,-5.64E-05,,,,,,
-4.75,-3.43E-10,-2.84E-10,-8.59E-11,-1.54E-07,-5.45E-05,,,,,,
-4.7,-3.14E-10,-2.72E-10,-8.35E-11,-1.46E-07,-5.14E-05,,,,,,
-4.65,-3.01E-10,-2.48E-10,-6.97E-11,-1.38E-07,-5.02E-05,,,,,,
-4.6,-2.77E-10,-2.39E-10,-7.48E-11,-1.31E-07,-4.86E-05,,,,,,
-4.55,-2.69E-10,-2.21E-10,-6.32E-11,-1.23E-07,-4.63E-05,,,,,,
-4.5,-2.57E-10,-2.09E-10,-6.12E-11,-1.19E-07,-4.50E-05,,,,,,
-4.45,-2.55E-10,-1.93E-10,-6.13E-11,-1.11E-07,-4.40E-05,,,,,,
-4.4,-2.30E-10,-1.82E-10,-5.12E-11,-1.05E-07,-4.26E-05,,,,,,
-4.35,-2.22E-10,-1.70E-10,-5.78E-11,-9.88E-08,-4.14E-05,,,,,,
-4.3,-2.04E-10,-1.61E-10,-4.84E-11,-9.32E-08,-4.05E-05,,,,,,
-4.25,-1.92E-10,-1.50E-10,-5.38E-11,-8.83E-08,-3.88E-05,,,,,,
-4.2,-1.81E-10,-1.40E-10,-4.40E-11,-8.33E-08,-3.78E-05,,,,,,
-4.15,-1.71E-10,-1.30E-10,-5.06E-11,-7.83E-08,-3.64E-05,,,,,,
-4.1,-1.66E-10,-1.30E-10,-4.01E-11,-7.36E-08,-3.52E-05,,,,,,
-4.05,-1.48E-10,-1.13E-10,-4.70E-11,-6.87E-08,-3.40E-05,,,,,,
-4,-1.48E-10,-1.13E-10,-3.71E-11,-6.50E-08,-3.32E-05,,,,,,
-3.95,-1.34E-10,-9.94E-11,-4.29E-11,-6.08E-08,-3.14E-05,,,,,,
-3.9,-1.28E-10,-9.61E-11,-3.29E-11,-5.75E-08,-3.08E-05,,,,,,
-3.85,-1.24E-10,-9.10E-11,-3.94E-11,-5.41E-08,-2.98E-05,,,,,,
-3.8,-1.10E-10,-8.04E-11,-2.93E-11,-5.04E-08,-2.86E-05,,,,,,
-3.75,-1.11E-10,-8.25E-11,-3.66E-11,-4.72E-08,-2.79E-05,,,,,,
-3.7,-9.84E-11,-7.13E-11,-2.61E-11,-4.43E-08,-2.69E-05,,,,,,
-3.65,-9.43E-11,-7.39E-11,-3.34E-11,-4.16E-08,-2.56E-05,,,,,,
