-1.7,-1.39E-11,-0.0746703,-0.0184302,-0.000303434,-2.69E-05,,
-1.65,-2.00E-11,-0.0725305,-0.0174833,-0.000287233,-2.57E-05,,
-1.6,-1.09E-11,-0.0703807,-0.0165678,-0.000271359,-2.45E-05,,
-1.55,-1.72E-11,-0.0682482,-0.0156889,-0.000256189,-2.34E-05,,
-1.5,-8.55E-12,-0.0660825,-0.0148316,-0.000240922,-2.22E-05,,
-1.45,-1.51E-11,-0.0639075,-0.0139965,-0.000225741,-2.11E-05,,
-1.4,-7.00E-12,-0.0617588,-0.0132044,-0.000212209,-2.01E-05,,
-1.35,-1.36E-11,-0.0595684,-0.0124265,-0.000198523,-1.90E-05,,
-1.3,-5.97E-12,-0.0573728,-0.0116733,-0.000184215,-1.80E-05,,
-1.25,-1.26E-11,-0.0552057,-0.0109554,-0.000171454,-1.70E-05,,
-1.2,-5.16E-12,-0.0529986,-0.0102552,-0.000159222,-1.60E-05,,
-1.15,-1.18E-11,-0.0507874,-0.00955764,-0.000147655,-1.51E-05,,
-1.1,-4.60E-12,-0.0486075,-0.00891758,-0.000136617,-1.42E-05,,
-1.05,-1.12E-11,-0.0463909,-0.00828911,-0.000125795,-1.33E-05,,
-1,-4.23E-12,-0.0441708,-0.00768263,-0.000115313,-1.24E-05,,
-0.95,-1.08E-11,-0.0419791,-0.00710759,-0.000104668,-1.16E-05,,
-0.9,-3.97E-12,-0.0397553,-0.00654739,-9.52E-05,-1.07E-05,,
-0.85,-1.05E-11,-0.0375293,-0.00600971,-8.64E-05,-9.90E-06,,
-0.8,-3.85E-12,-0.0353367,-0.00550318,-7.78E-05,-9.14E-06,,
-0.75,-1.03E-11,-0.0331097,-0.00500866,-6.99E-05,-8.38E-06,,
-0.7,-3.80E-12,-0.0308836,-0.00453404,-6.22E-05,-7.62E-06,,
-0.65,-1.01E-11,-0.0286918,-0.00408883,-5.51E-05,-6.91E-06,,
-0.6,-3.77E-12,-0.0264666,-0.00365584,-4.85E-05,-6.21E-06,,
-0.55,-9.91E-12,-0.0242417,-0.003246,-4.22E-05,-5.51E-06,,
-0.5,-3.78E-12,-0.0220522,-0.0028603,-3.68E-05,-4.89E-06,,
-0.45,-1.06E-11,-0.0198301,-0.00248868,-3.15E-05,-4.27E-06,,
-0.4,-2.99E-12,-0.0176087,-0.00213618,-2.67E-05,-3.68E-06,,
-0.35,-1.04E-11,-0.0154232,-0.00180864,-2.22E-05,-3.13E-06,,
-0.3,-3.03E-12,-0.0132051,-0.00149462,-1.81E-05,-2.63E-06,,
-0.25,-1.03E-11,-0.01099,-0.00119994,-1.44E-05,-2.13E-06,,
-0.2,-3.01E-12,-0.00879291,-0.000928274,-1.11E-05,-1.69E-06,,
-0.15,-1.02E-11,-0.00658127,-0.000672254,-7.84E-06,-1.26E-06,,
-0.1,-3.05E-12,-0.00436843,-0.000434158,-4.99E-06,-8.44E-07,,
-0.05,-1.01E-11,-0.00218875,-0.000214228,-2.48E-06,-4.30E-07,,
0,-2.87E-12,2.45E-05,2.61E-06,2.66E-08,4.39E-09,,
0.05,-1.02E-11,0.00220765,0.000222456,2.44E-06,4.37E-07,,
0.1,-2.97E-12,0.00442549,0.000468945,5.01E-06,8.84E-07,,
0.15,-9.81E-12,0.00664595,0.000758173,7.86E-06,1.34E-06,,
0.2,-4.60E-12,0.00883818,0.001103918,1.10E-05,1.84E-06,,
0.25,-1.04E-11,0.01104448,0.00153795,1.43E-05,2.37E-06,,
0.3,-2.05E-12,0.01131424,0.00207485,1.81E-05,2.96E-06,,
0.35,-1.06E-11,0.01140385,0.00272383,2.22E-05,3.62E-06,,
0.4,-1.06E-11,0.0177615,0.00351843,2.68E-05,4.32E-06,,
0.45,-2.04E-12,0.0200105,0.00445034,3.17E-05,5.06E-06,,
0.5,-1.03E-11,0.0222328,0.00549755,3.69E-05,5.86E-06,,
0.55,-9.57E-12,0.0244973,0.0066814,4.26E-05,6.71E-06,,
0.6,-1.52E-12,0.0267708,0.00797424,4.87E-05,7.65E-06,,
0.65,-9.30E-12,0.0290114,0.00933861,5.49E-05,8.62E-06,,
0.7,-9.42E-12,0.0312925,0.01080198,6.14E-05,9.63E-06,,
0.75,-5.24E-12,0.0335794,0.01125359,6.79E-05,1.07E-05,,
0.8,-3.17E-12,0.035836,0.01133829,7.52E-05,1.18E-05,,
0.85,-1.77E-13,0.0381303,0.01140096,8.30E-05,1.31E-05,,
0.9,2.16E-12,0.0403926,0.0172062,9.11E-05,1.43E-05,,
0.95,1.80E-12,0.0426916,0.0189212,9.97E-05,1.57E-05,,
1,4.87E-13,0.0449879,0.0206702,0.000108368,1.72E-05,,
1.05,3.00E-13,0.0472358,0.0224207,0.000117521,1.87E-05,,
1.1,7.44E-12,0.0494828,0.0242238,0.000128267,2.04E-05,,
1.15,1.53E-11,0.0516592,0.0260477,0.000139167,2.23E-05,,
1.2,2.59E-11,0.0523692,0.0278642,0.000151761,2.44E-05,,
1.25,3.52E-11,0.0540692,0.0297223,0.000171291,2.67E-05,,
1.3,4.78E-11,0.0562318,0.0315953,0.000188272,2.93E-05,,
1.35,6.97E-11,0.0583552,0.0334558,0.00020183,3.21E-05,,
1.4,1.14E-10,0.0605108,0.0353573,0.000216574,3.51E-05,,
1.45,1.85E-10,0.0626515,0.0372688,0.000247654,3.84E-05,,
1.5,2.94E-10,0.064741,0.0391599,0.000263049,4.17E-05,,
1.55,4.69E-10,0.0668609,0.0410898,0.000277241,4.54E-05,,
1.6,7.72E-10,0.068974,0.0430289,0.000297144,4.92E-05,,
1.65,1.26E-09,0.0710486,0.0449353,0.000315402,5.33E-05,,
1.7,1.96E-09,0.0731259,0.0468772,0.00033367,5.76E-05,,
1.75,3.17E-09,0.0751814,0.0488283,0.000352657,6.22E-05,,
1.8,5.06E-09,0.0771937,0.050752,0.000369179,6.71E-05,,
1.85,8.11E-09,0.0792236,0.0527108,0.000390181,7.24E-05,,
1.9,1.26E-08,0.08122,0.0546303,0.000409553,7.80E-05,,
1.95,2.02E-08,0.0832126,0.056603,0.000429827,8.41E-05,,
2,3.26E-08,0.0851753,0.0585613,0.000450785,9.09E-05,,
2.05,5.34E-08,0.0871397,0.0604945,0.000473187,9.81E-05,,
2.1,9.01E-08,0.0891163,0.062453,0.000495382,0.000106184,,
2.15,1.55E-07,0.091047,0.0644087,0.000522661,0.00011491,,
2.2,2.73E-07,0.0929627,0.0663123,0.000547387,0.000124356,,
2.25,4.92E-07,0.0948125,0.0682565,0.000570862,0.000134824,,
2.3,9.08E-07,0.0965688,0.0702174,0.000595243,0.000146385,,
2.35,1.73E-06,0.0982389,0.0721408,0.000619127,0.000158581,,
2.4,3.78E-06,0.0999321,0.0740717,0.000643565,0.000172841,,
2.45,1.03E-05,0.0999963,0.0754743,0.000668979,0.000189909,,
2.5,3.19E-05,0.0999964,0.0768287,0.000695525,0.000214901,,
2.55,8.88E-05,0.0999963,0.0785485,0.000721596,0.000262303,,
2.6,0.00018986,0.0999964,0.0803346,0.000747342,0.000340272,,
2.65,0.000323148,0.0999964,0.0821264,0.000774224,0.000441064,,
2.7,0.000483059,0.0999966,0.0838026,0.000798794,0.000560314,,
2.75,0.000662091,0.0999965,0.0855559,0.000822706,0.000692575,,
2.8,0.000855176,0.0999963,0.0872549,0.000862533,0.000833891,,
2.85,0.00106746,0.0999965,0.0889912,0.000894392,0.000988214,,
2.9,0.00129485,0.0999963,0.0906772,0.000921948,0.00115013,,
2.95,0.00153928,0.0999966,0.0934322,0.000955843,0.00132435,,
3,0.00180098,0.0999963,0.0971786,0.00098873,0.00150854,,
3.05,0.00207529,0.0999965,0.0987891,0.001018278,0.0016995,,
3.1,0.00237139,0.0999963,0.0999964,0.001054283,0.00190278,,
3.15,0.00268558,0.0999965,0.0999965,0.001090803,0.00211582,,
3.2,0.00301258,0.0999965,0.0999966,0.001126433,0.00233414,,
3.25,0.00336329,0.0999963,0.0999967,0.00115993,0.00256572,,
3.3,0.00373459,0.0999963,0.0999965,0.0011995,0.00280708,,
3.35,0.00412059,0.0999962,0.0999967,0.00123746,0.00305161,,
3.4,0.00453215,0.0999964,0.0999967,0.00127872,0.00331146,,
3.45,0.00496455,0.0999963,0.0999965,0.00131888,0.00358049,,
3.5,0.00541581,0.0999963,0.0999966,0.00135696,0.00385679,,
3.55,0.00589953,0.0999964,0.0999966,0.00140285,0.00414694,,
3.6,0.00640861,0.0999964,0.0999966,0.00144652,0.00444559,,
3.65,0.00693765,0.0999964,0.0999966,0.00148741,0.00475394,,
3.7,0.00750615,0.0999964,0.0999966,0.00153673,0.00508199,,
3.75,0.00810535,0.0999965,0.0999966,0.00158738,0.00541553,,
3.8,0.00873243,0.0999963,0.0999966,0.0016375,0.00575142,,
3.85,0.00940365,0.0999963,0.0999966,0.00168005,0.00610229,,
3.9,0.0101097,0.0999964,0.0999965,0.00173484,0.00644504,,
3.95,0.01086768,0.0999963,0.0999965,0.00179552,0.00682585,,
4,0.01119158,0.0999962,0.0999966,0.00184255,0.00722208,,
4.05,0.01126542,0.0999963,0.0999961,0.00190159,0.00764393,,
4.1,0.01131583,0.0999966,0.0999966,0.00195938,0.00808708,,
4.15,0.01135821,0.0999962,0.0999966,0.0020167,0.00857039,,
4.2,0.01139621,0.0999964,0.0999965,0.00207235,0.00909293,,
4.25,0.0166373,0.0999963,0.0999966,0.00212853,0.00974421,,
4.3,0.0177636,0.0999964,0.0999968,0.00218897,0.01047916,,
4.35,0.0189867,0.0999964,0.0999964,0.00224972,0.01107714,,
4.4,0.020319,0.0999964,0.0999965,0.00231585,0.01120619,,
4.45,0.0217428,0.0999964,0.0999965,0.00238031,0.01126571,,
4.5,0.0232493,0.0999963,0.0999964,0.00244443,0.01130613,,
4.55,0.0248668,0.0999964,0.0999966,0.00251471,0.01134116,,
4.6,0.0265918,0.0999963,0.0999966,0.00258285,0.01137405,,
4.65,0.0283878,0.0999963,0.0999966,0.00264566,0.01140544,,
4.7,0.0302927,0.0999962,0.0999966,0.00270201,0.0166911,,
4.75,0.0322829,0.0999964,0.0999966,0.00279922,0.0176376,,
4.8,0.034481,0.0999964,0.0999966,0.00291794,0.0185272,,
4.85,0.0368843,0.0999964,0.0999963,0.00300315,0.0196344,,
4.9,0.0393644,0.0999964,0.0999966,0.00309117,0.0207703,,
4.95,0.0419415,0.0999964,0.0999966,0.00318062,0.0219784,,
5,0.0445802,0.0999964,0.0999968,0.00326204,0.0230017,,
,2,1,3,4,5,,
