-5,-6.67E-10,-0.000375822,-0.0999989,-0.00130054,-0.0808247,-1.55E-11,-0.000814191,-1.90E-07,-5.60E-10,-0.0349651,,
-4.95,-6.44E-10,-0.000368249,-0.057538,-0.00125907,-0.0899348,-8.21E-12,-0.000784655,-1.79E-07,-5.22E-10,-0.0324029,,
-4.9,-5.97E-10,-0.000359388,-0.00103035,-0.00132433,-0.00130753,-1.45E-11,-0.000759158,-1.30E-07,-4.94E-10,-0.0305956,,
-4.85,-5.71E-10,-0.000352361,-0.0012344,-0.00127784,-0.00112235,-5.85E-12,-0.000735746,-1.81E-07,-4.80E-10,-0.0298222,,
-4.8,-5.50E-10,-0.000344535,-0.00126288,-0.00123391,-0.00101946,-1.31E-11,-0.00071684,-3.04E-07,-4.32E-10,-0.0290148,,
-4.75,-5.09E-10,-0.000318958,-0.00169246,-0.00119495,-0.000937925,-5.41E-12,-0.000697477,-3.79E-07,-4.00E-10,-0.0280324,,
-4.7,-4.67E-10,-0.000332098,-0.00164121,-0.00115946,-0.000893919,-1.29E-11,-0.000677892,-3.24E-07,-4.05E-10,-0.027066,,
-4.65,-4.51E-10,-0.000320286,-0.00160882,-0.00112419,-0.000857761,-4.72E-12,-0.000657956,-4.43E-08,-3.76E-10,-0.0262693,,
-4.6,-4.20E-10,-0.000312764,-0.001572,-0.00109196,-0.000831396,-1.23E-11,-0.000640105,-9.31E-08,-3.55E-10,-0.0258445,,
-4.55,-4.03E-10,-0.000306026,-0.0015405,-0.00106035,-0.000806587,-4.52E-12,-0.000619786,-1.41E-08,-3.36E-10,-0.025637,,
-4.5,-3.75E-10,-0.000304158,-0.00151376,-0.00102451,-0.000791503,-1.17E-11,-0.00059665,-1.50E-08,-3.10E-10,-0.02514,,
-4.45,-3.36E-10,-0.000292474,-0.00149006,-0.000990863,-0.000774363,-4.38E-12,-0.000579035,-1.19E-08,-2.98E-10,-0.0246764,,
-4.4,-3.21E-10,-0.000285845,-0.0014669,-0.000960079,-0.000758357,-1.16E-11,-0.000561398,-6.47E-09,-2.78E-10,-0.0241423,,
-4.35,-2.96E-10,-0.000279951,-0.00144464,-0.000929324,-0.000742716,-3.97E-12,-0.000545624,-4.69E-09,-2.63E-10,-0.0236268,,
-4.3,-2.77E-10,-0.000272932,-0.00142149,-0.000900183,-0.000727733,-1.18E-11,-0.000528558,-4.81E-09,-2.54E-10,-0.0230522,,
