-5,-5.24E-10,-4.81E-10,-4.76E-10,-4.78E-10,-5.24E-10,
-5,-5.24E-10,-4.81E-10,-4.76E-10,-4.78E-10,-5.24E-10,
-5,-5.24E-10,-4.81E-10,-4.76E-10,-4.78E-10,-5.24E-10,
-5,-5.24E-10,-4.81E-10,-4.76E-10,-4.78E-10,-5.24E-10,
-4.95,-5.28E-10,-4.82E-10,-4.82E-10,-4.82E-10,-5.29E-10,
-4.95,-5.28E-10,-4.82E-10,-4.82E-10,-4.82E-10,-5.29E-10,
-4.95,-5.28E-10,-4.82E-10,-4.82E-10,-4.82E-10,-5.29E-10,
-4.9,-5.20E-10,-4.75E-10,-4.74E-10,-4.80E-10,-5.23E-10,
-4.9,-5.20E-10,-4.75E-10,-4.74E-10,-4.80E-10,-5.23E-10,
-4.9,-5.20E-10,-4.75E-10,-4.74E-10,-4.80E-10,-5.23E-10,
-4.9,-5.2E-10,-4.75E-10,-4.74E-10,-4.8E-10,-5.23E-10,
-4.85,-5.24E-10,-4.80E-10,-4.79E-10,-4.77E-10,-5.23E-10,
-4.85,-5.24E-10,-4.80E-10,-4.79E-10,-4.77E-10,-5.23E-10,
-4.85,-5.24E-10,-4.80E-10,-4.79E-10,-4.77E-10,-5.23E-10,
-4.8,-5.23E-10,-4.78E-10,-4.78E-10,-4.83E-10,-5.25E-10,
-4.8,-5.23E-10,-4.78E-10,-4.78E-10,-4.83E-10,-5.25E-10,
-4.8,-5.23E-10,-4.78E-10,-4.78E-10,-4.83E-10,-5.25E-10,
-4.8,-5.23E-10,-4.78E-10,-4.78E-10,-4.83E-10,-5.25E-10,
-4.75,-5.18E-10,-4.75E-10,-4.73E-10,-4.75E-10,-5.18E-10,
-4.75,-5.18E-10,-4.75E-10,-4.73E-10,-4.75E-10,-5.18E-10,
-4.75,-5.18E-10,-4.75E-10,-4.73E-10,-4.75E-10,-5.18E-10,
-4.7,-5.24E-10,-4.81E-10,-4.80E-10,-4.83E-10,-5.25E-10,
-4.7,-5.24E-10,-4.81E-10,-4.80E-10,-4.83E-10,-5.25E-10,
-4.7,-5.24E-10,-4.81E-10,-4.80E-10,-4.83E-10,-5.25E-10,
-4.7,-5.24E-10,-4.81E-10,-4.8E-10,-4.83E-10,-5.25E-10,
-4.65,-5.18E-10,-4.74E-10,-4.73E-10,-4.79E-10,-5.19E-10,
-4.65,-5.18E-10,-4.74E-10,-4.73E-10,-4.79E-10,-5.19E-10,
-4.65,-5.18E-10,-4.74E-10,-4.73E-10,-4.79E-10,-5.19E-10,
-4.6,-5.21E-10,-4.78E-10,-4.77E-10,-4.73E-10,-5.19E-10,
-4.6,-5.21E-10,-4.78E-10,-4.77E-10,-4.73E-10,-5.19E-10,
-4.6,-5.21E-10,-4.78E-10,-4.77E-10,-4.73E-10,-5.19E-10,
-4.6,-5.21E-10,-4.78E-10,-4.77E-10,-4.73E-10,-5.19E-10,
-4.55,-5.21E-10,-4.78E-10,-4.77E-10,-4.82E-10,-5.23E-10,
-4.55,-5.21E-10,-4.78E-10,-4.77E-10,-4.82E-10,-5.23E-10,
-4.55,-5.21E-10,-4.78E-10,-4.77E-10,-4.82E-10,-5.23E-10,
-4.5,-5.16E-10,-4.73E-10,-4.72E-10,-4.72E-10,-5.15E-10,
-4.5,-5.16E-10,-4.73E-10,-4.72E-10,-4.72E-10,-5.15E-10,
-4.5,-5.16E-10,-4.73E-10,-4.72E-10,-4.72E-10,-5.15E-10,
-4.5,-5.16E-10,-4.73E-10,-4.72E-10,-4.72E-10,-5.15E-10,
-4.45,-5.23E-10,-4.80E-10,-4.79E-10,-4.86E-10,-5.21E-10,
-4.45,-5.23E-10,-4.80E-10,-4.79E-10,-4.86E-10,-5.21E-10,
-4.45,-5.23E-10,-4.80E-10,-4.79E-10,-4.86E-10,-5.21E-10,
-4.4,-5.18E-10,-4.74E-10,-4.73E-10,-4.74E-10,-5.17E-10,
-4.4,-5.18E-10,-4.74E-10,-4.73E-10,-4.74E-10,-5.17E-10,
-4.4,-5.18E-10,-4.74E-10,-4.73E-10,-4.74E-10,-5.17E-10,
-4.4,-5.18E-10,-4.74E-10,-4.73E-10,-4.74E-10,-5.17E-10,
-4.35,-5.18E-10,-4.77E-10,-4.75E-10,-4.78E-10,-5.16E-10,
-4.35,-5.18E-10,-4.77E-10,-4.75E-10,-4.78E-10,-5.16E-10,
-4.35,-5.18E-10,-4.77E-10,-4.75E-10,-4.78E-10,-5.16E-10,
-4.3,-5.22E-10,-4.78E-10,-4.78E-10,-4.79E-10,-5.20E-10,
-4.3,-5.22E-10,-4.78E-10,-4.78E-10,-4.79E-10,-5.20E-10,
-4.3,-5.22E-10,-4.78E-10,-4.78E-10,-4.79E-10,-5.20E-10,
-4.3,-5.22E-10,-4.78E-10,-4.78E-10,-4.79E-10,-5.2E-10,
-4.25,-5.15E-10,-4.73E-10,-4.72E-10,-4.74E-10,-5.13E-10,
-4.25,-5.15E-10,-4.73E-10,-4.72E-10,-4.74E-10,-5.13E-10,
-4.25,-5.15E-10,-4.73E-10,-4.72E-10,-4.74E-10,-5.13E-10,
-4.2,-5.21E-10,-4.79E-10,-4.79E-10,-4.81E-10,-5.19E-10,
-4.2,-5.21E-10,-4.79E-10,-4.79E-10,-4.81E-10,-5.19E-10,
-4.2,-5.21E-10,-4.79E-10,-4.79E-10,-4.81E-10,-5.19E-10,
-4.2,-5.21E-10,-4.79E-10,-4.79E-10,-4.81E-10,-5.19E-10,
-4.15,-5.19E-10,-4.74E-10,-4.73E-10,-4.72E-10,-5.15E-10,
-4.15,-5.19E-10,-4.74E-10,-4.73E-10,-4.72E-10,-5.15E-10,
-4.15,-5.19E-10,-4.74E-10,-4.73E-10,-4.72E-10,-5.15E-10,
