-5,-2.66E-10,-4.15E-10,-3.91E-10
-4.95,-2.55E-10,-3.88E-10,-3.74E-10
-4.9,-2.38E-10,-3.60E-10,-3.52E-10
-4.85,-2.29E-10,-3.31E-10,-3.31E-10
-4.8,-2.14E-10,-3.15E-10,-3.19E-10
-4.75,-2.05E-10,-2.84E-10,-2.94E-10
-4.7,-1.92E-10,-2.69E-10,-2.84E-10
-4.65,-1.84E-10,-2.50E-10,-2.69E-10
-4.6,-1.71E-10,-2.31E-10,-2.47E-10
-4.55,-1.62E-10,-2.16E-10,-2.37E-10
-4.5,-1.54E-10,-2.01E-10,-2.24E-10
-4.45,-1.46E-10,-1.91E-10,-2.13E-10
-4.4,-1.37E-10,-1.77E-10,-1.96E-10
-4.35,-1.30E-10,-1.62E-10,-1.87E-10
-4.3,-1.22E-10,-1.54E-10,-1.77E-10
-4.25,-1.15E-10,-1.44E-10,-1.71E-10
-4.2,-1.09E-10,-1.35E-10,-1.59E-10
-4.15,-1.07E-10,-1.26E-10,-1.50E-10
-4.1,-9.43E-11,-1.18E-10,-1.44E-10
-4.05,-9.65E-11,-1.10E-10,-1.34E-10
-4,-8.52E-11,-1.05E-10,-1.27E-10
-3.95,-8.72E-11,-9.98E-11,-1.21E-10
-3.9,-7.56E-11,-8.81E-11,-1.14E-10
-3.85,-7.74E-11,-9.08E-11,-1.11E-10
-3.8,-6.59E-11,-7.99E-11,-9.99E-11
-3.75,-6.83E-11,-8.15E-11,-1.02E-10
-3.7,-5.88E-11,-7.02E-11,-8.96E-11
-3.65,-6.06E-11,-7.11E-11,-9.10E-11
-3.6,-5.18E-11,-6.17E-11,-8.02E-11
-3.55,-5.03E-11,-6.38E-11,-8.23E-11
-3.5,-4.86E-11,-5.55E-11,-7.23E-11
-3.45,-3.99E-11,-5.34E-11,-7.45E-11
-3.4,-4.41E-11,-5.31E-11,-6.54E-11
-3.35,-3.44E-11,-4.53E-11,-6.71E-11
-3.3,-3.82E-11,-4.93E-11,-5.78E-11
-3.25,-2.96E-11,-4.09E-11,-5.81E-11
-3.2,-3.34E-11,-4.48E-11,-5.59E-11
-3.15,-2.62E-11,-3.73E-11,-4.87E-11
-3.1,-3.08E-11,-3.80E-11,-5.25E-11
-3.05,-2.24E-11,-3.86E-11,-4.31E-11
-3,-2.75E-11,-3.12E-11,-4.64E-11
-2.95,-1.94E-11,-3.63E-11,-3.81E-11
-2.9,-2.46E-11,-2.88E-11,-4.09E-11
-2.85,-1.73E-11,-3.40E-11,-3.25E-11
-2.8,-2.25E-11,-2.62E-11,-3.70E-11
-2.75,-1.54E-11,-3.15E-11,-2.85E-11
-2.7,-2.07E-11,-2.45E-11,-3.30E-11
-2.65,-1.40E-11,-3.02E-11,-2.52E-11
-2.6,-1.91E-11,-2.32E-11,-2.98E-11
-2.55,-1.24E-11,-2.87E-11,-2.11E-11
-2.5,-1.76E-11,-2.19E-11,-2.62E-11
-2.45,-1.11E-11,-2.76E-11,-1.86E-11
-2.4,-1.61E-11,-2.09E-11,-2.45E-11
-2.35,-1.01E-11,-2.67E-11,-1.71E-11
-2.3,-1.56E-11,-2.03E-11,-2.14E-11
-2.25,-8.63E-12,-2.59E-11,-1.45E-11
-2.2,-1.46E-11,-1.95E-11,-1.89E-11
-2.15,-8.01E-12,-2.50E-11,-1.16E-11
-2.1,-1.39E-11,-1.90E-11,-1.62E-11
