-5,-5.74E-10,-5.41E-10,-5.27E-10,-5.18E-10,-1.27E-09,
-4.95,-5.70E-10,-5.47E-10,-5.17E-10,-5.19E-10,-1.19E-09,
-4.9,-5.78E-10,-5.40E-10,-5.21E-10,-5.11E-10,-1.20E-09,
-4.85,-5.71E-10,-5.42E-10,-5.19E-10,-5.19E-10,-1.21E-09,
-4.8,-5.77E-10,-5.43E-10,-5.15E-10,-5.13E-10,-1.12E-09,
-4.75,-5.80E-10,-5.37E-10,-5.22E-10,-5.13E-10,-1.06E-09,
-4.7,-5.76E-10,-5.45E-10,-5.14E-10,-5.18E-10,-1.05E-09,
-4.65,-5.87E-10,-5.39E-10,-5.17E-10,-5.10E-10,-1.06E-09,
-4.6,-5.81E-10,-5.39E-10,-5.17E-10,-5.17E-10,-9.68E-10,
-4.55,-5.80E-10,-5.44E-10,-5.11E-10,-5.13E-10,-9.36E-10,
-4.5,-5.83E-10,-5.36E-10,-5.19E-10,-5.12E-10,-9.51E-10,
-4.45,-5.70E-10,-5.44E-10,-5.12E-10,-5.18E-10,-8.76E-10,
-4.4,-5.78E-10,-5.39E-10,-5.14E-10,-5.10E-10,-8.57E-10,
-4.35,-5.79E-10,-5.38E-10,-5.16E-10,-5.17E-10,-8.46E-10,
-4.3,-5.77E-10,-5.44E-10,-5.09E-10,-5.15E-10,-7.94E-10,
-4.25,-5.86E-10,-5.35E-10,-5.17E-10,-5.11E-10,-7.84E-10,
-4.2,-5.76E-10,-5.42E-10,-5.11E-10,-5.19E-10,-7.51E-10,
-4.15,-5.79E-10,-5.39E-10,-5.11E-10,-5.11E-10,-7.32E-10,
-4.1,-5.80E-10,-5.36E-10,-5.15E-10,-5.16E-10,-7.11E-10,
-4.05,-5.74E-10,-5.44E-10,-5.08E-10,-5.16E-10,-7.46E-10,
-4,-5.82E-10,-5.35E-10,-5.14E-10,-5.11E-10,-7.23E-10,
-3.95,-5.76E-10,-5.41E-10,-5.11E-10,-5.19E-10,-7.19E-10,
-3.9,-5.76E-10,-5.40E-10,-5.09E-10,-5.12E-10,-7.02E-10,
-3.85,-5.81E-10,-5.35E-10,-5.15E-10,-5.15E-10,-6.85E-10,
-3.8,-5.73E-10,-5.44E-10,-5.07E-10,-5.17E-10,-6.78E-10,
-3.75,-5.80E-10,-5.35E-10,-5.12E-10,-5.11E-10,-6.59E-10,
-3.7,-5.77E-10,-5.40E-10,-5.11E-10,-5.19E-10,-6.53E-10,
-3.65,-5.75E-10,-5.41E-10,-5.06E-10,-5.13E-10,-6.40E-10,
-3.6,-5.82E-10,-5.34E-10,-5.14E-10,-5.14E-10,-6.27E-10,
-3.55,-5.74E-10,-5.43E-10,-5.06E-10,-5.18E-10,-6.26E-10,
-3.5,-5.79E-10,-5.36E-10,-5.10E-10,-5.11E-10,-6.09E-10,
-3.45,-5.79E-10,-5.39E-10,-5.11E-10,-5.18E-10,-6.04E-10,
-3.4,-5.74E-10,-5.41E-10,-5.05E-10,-5.14E-10,-5.96E-10,
-3.35,-5.82E-10,-5.34E-10,-5.13E-10,-5.13E-10,-5.83E-10,
-3.3,-5.75E-10,-5.43E-10,-5.06E-10,-5.19E-10,-5.82E-10,
-3.25,-5.77E-10,-5.37E-10,-5.09E-10,-5.11E-10,-5.69E-10,
-3.2,-5.81E-10,-5.38E-10,-5.11E-10,-5.18E-10,-5.65E-10,
-3.15,-5.73E-10,-5.42E-10,-5.04E-10,-5.15E-10,-5.62E-10,
-3.1,-5.81E-10,-5.34E-10,-5.12E-10,-5.13E-10,-5.48E-10,
-3.05,-5.77E-10,-5.42E-10,-5.07E-10,-5.19E-10,-5.52E-10,
-3,-5.75E-10,-5.37E-10,-5.07E-10,-5.11E-10,-5.43E-10,
-2.95,-5.82E-10,-5.37E-10,-5.12E-10,-5.17E-10,-5.37E-10,
-2.9,-5.74E-10,-5.43E-10,-5.04E-10,-5.16E-10,-5.38E-10,
-2.85,-5.79E-10,-5.34E-10,-5.11E-10,-5.12E-10,-5.26E-10,
-2.8,-5.79E-10,-5.42E-10,-5.07E-10,-5.19E-10,-5.28E-10,
-2.75,-5.74E-10,-5.38E-10,-5.05E-10,-5.11E-10,-5.23E-10,
-2.7,-5.82E-10,-5.36E-10,-5.12E-10,-5.16E-10,-5.16E-10,
-2.65,-5.75E-10,-5.43E-10,-5.04E-10,-5.17E-10,-5.20E-10,
-2.6,-5.77E-10,-5.34E-10,-5.10E-10,-5.10E-10,-5.09E-10,
-2.55,-5.81E-10,-5.41E-10,-5.08E-10,-5.18E-10,-5.10E-10,
-2.5,-5.73E-10,-5.39E-10,-5.04E-10,-5.11E-10,-5.09E-10,
-2.45,-5.81E-10,-5.35E-10,-5.12E-10,-5.13E-10,-5.00E-10,
-2.4,-5.77E-10,-5.43E-10,-5.04E-10,-5.16E-10,-5.06E-10,
-2.35,-5.75E-10,-5.35E-10,-5.08E-10,-5.09E-10,-4.98E-10,
-2.3,-5.82E-10,-5.40E-10,-5.09E-10,-5.16E-10,-4.97E-10,
-2.25,-5.73E-10,-5.41E-10,-5.04E-10,-5.10E-10,-5.00E-10,
-2.2,-5.79E-10,-5.35E-10,-5.11E-10,-5.10E-10,-4.90E-10,
-2.15,-5.78E-10,-5.43E-10,-5.05E-10,-5.14E-10,-4.96E-10,
-2.1,-5.74E-10,-5.36E-10,-5.07E-10,-5.06E-10,-4.91E-10,
-2.05,-5.81E-10,-5.39E-10,-5.10E-10,-5.13E-10,-4.88E-10,
-2,-5.74E-10,-5.41E-10,-5.03E-10,-5.08E-10,-4.94E-10,
-1.95,-5.77E-10,-5.34E-10,-5.11E-10,-5.06E-10,-4.85E-10,
-1.9,-5.79E-10,-5.43E-10,-5.05E-10,-5.11E-10,-4.90E-10,
-1.85,-5.72E-10,-5.36E-10,-5.05E-10,-5.02E-10,-4.88E-10,
-1.8,-5.79E-10,-5.37E-10,-5.10E-10,-5.08E-10,-4.83E-10,
-1.75,-5.74E-10,-5.42E-10,-5.02E-10,-5.06E-10,-4.90E-10,
-1.7,-5.73E-10,-5.33E-10,-5.09E-10,-5.01E-10,-4.82E-10,
-1.65,-5.78E-10,-5.41E-10,-5.05E-10,-5.08E-10,-4.85E-10,
-1.6,-5.69E-10,-5.37E-10,-5.03E-10,-4.99E-10,-4.86E-10,
-1.55,-5.75E-10,-5.36E-10,-5.09E-10,-5.04E-10,-4.79E-10,
-1.5,-5.72E-10,-5.42E-10,-5.00E-10,-5.03E-10,-4.87E-10,
-1.45,-5.68E-10,-5.32E-10,-5.06E-10,-4.97E-10,-4.80E-10,
